,state,abbreviation,staff_tests,staff_tests_with_multiples,total_staff_cases,staff_recovered,total_staff_deaths,staff_partial_dose,staff_full_dose,prisoner_tests,prisoner_tests_with_multiples,total_prisoner_cases,prisoners_recovered,total_prisoner_deaths,prisoners_partial_dose,prisoners_full_dose,as_of_date,notes
2818,indiana,IN,1142.0,,281.0,236.0,2.0,,,1374.0,,658.0,523.0,19.0,,,2020-06-02,"Staff tests and cases and prisoners tests and cases were later revised to exclude three juvenile facilities administered by the corrections department. Prior to Feb. 1, 2021, Indiana counted some people more than once in their prisoners recovered numbers, if someone who had been considered recovered once tested positive a second time (though the positives were counted only once) and then recovered again. After Feb. 1, they say they are only reporting unique people recovered, so be careful when comparing this figure to more recent weeks."
2819,iowa,IA,,,18.0,11.0,0.0,,,,1437.0,24.0,8.0,0.0,,,2020-06-02,The case numbers were updated because the recovered cases were inadvertantly counted twice.
2820,kansas,KS,450.0,,111.0,49.0,2.0,,,,2682.0,879.0,853.0,4.0,,,2020-06-02,Staff cases and prisoner tests were later revised to exclude a juvenile facility administered by the corrections department.
2821,kentucky,KY,,,55.0,40.0,0.0,,,,,363.0,43.0,2.0,,,2020-06-02,
2822,louisiana,LA,,,158.0,93.0,3.0,,,,,556.0,110.0,14.0,,,2020-06-02,
2823,maine,ME,,,1.0,1.0,0.0,,,952.0,,4.0,0.0,0.0,,,2020-06-02,
2824,maryland,MD,1624.0,,368.0,211.0,0.0,,,1321.0,,186.0,51.0,8.0,,,2020-06-02,
2825,massachusetts,MA,,,183.0,158.0,0.0,,,7679.0,,407.0,339.0,8.0,,,2020-05-31,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
2826,michigan,MI,,,368.0,238.0,2.0,,,37947.0,,3918.0,2068.0,68.0,,,2020-06-02,"Michigan revised the number of prisoners tested this week after finding some prisoners were inadvertently counted twice, or the numbers of people in an entire prison were reported rather than the number tested."
2827,minnesota,MN,,,55.0,54.0,0.0,,,2530.0,,125.0,,0.0,,,2020-06-02,
2828,mississippi,MS,123.0,,18.0,,,,,73.0,,30.0,,1.0,,,2020-06-02,1 prisoner death based on news reporting
2829,missouri,MO,830.0,,32.0,,0.0,,,2963.0,,48.0,28.0,1.0,,,2020-06-02,Recently started staff testing--this doesnt include tests staff got on their own.
2830,montana,MT,24.0,,3.0,,0.0,,,54.0,,2.0,,0.0,,,2020-06-02,
2831,nebraska,NE,,,,,,,,,,,,,,,,
2832,nevada,NV,,,23.0,22.0,0.0,,,3425.0,,5.0,0.0,0.0,,,2020-06-02,
2833,new hampshire,NH,,,11.0,11.0,0.0,,,21.0,,1.0,0.0,0.0,,,2020-06-02,
2834,new jersey,NJ,,,767.0,,3.0,,,,,2062.0,,46.0,,,2020-06-02,Staff deaths based on media reporting.
2835,new mexico,NM,2295.0,,8.0,3.0,0.0,,,,3325.0,164.0,0.0,1.0,,,2020-06-02,
2836,new york,NY,,,1280.0,1135.0,4.0,,,1228.0,,511.0,444.0,16.0,,,2020-06-02,
2837,north carolina,NC,250.0,,,,1.0,,,1855.0,,683.0,615.0,5.0,,,2020-06-02,Staff tests from Neuse CI only
2838,north dakota,ND,568.0,659.0,4.0,4.0,0.0,,,1515.0,1603.0,5.0,4.0,0.0,,,2020-06-02,"In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly."
2839,ohio,OH,,,675.0,523.0,4.0,,,10151.0,,4769.0,4143.0,75.0,,,2020-06-02,"After reviewing death certificates, Ohio later revised its number of deaths."
2840,oklahoma,OK,,,14.0,,0.0,,,,1700.0,2.0,1.0,0.0,,,2020-06-02,The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
2841,oregon,OR,,,46.0,24.0,0.0,,,,611.0,165.0,101.0,1.0,,,2020-06-02,"The number of tests conducted had been in the wrong column, for the number of prisoners tested, and has been corrected."
2842,pennsylvania,PA,785.0,,178.0,115.0,1.0,,,2871.0,,244.0,182.0,8.0,,,2020-06-02,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
2843,rhode island,RI,1031.0,,16.0,,0.0,,,1068.0,,15.0,,0.0,,,2020-06-01,"In early July, Rhode Island began releasing information on ""presumed positive"" cases which we are not including in these numbers and prompted us to revise our counts. For earlier weeks, we are reexamining the figures to try to remove the ""presumed"" cases from the counts and are withholding those figures for now. The earlier data: The 16 staff cases include a mix of staff tested by DOC and tested in the community. / The 21 prisoner cases include 6 that were held pre-trial (in the equivalent of jail, tho RI is a unified system), all of whom have since been released."
2844,south carolina,SC,,,77.0,52.0,1.0,,,331.0,,95.0,51.0,2.0,,,2020-06-02,
2845,south dakota,SD,54.0,,3.0,3.0,0.0,,,94.0,,3.0,3.0,0.0,,,2020-06-02,
2846,tennessee,TN,4526.0,,94.0,61.0,0.0,,,,22123.0,2888.0,2652.0,4.0,,,2020-06-03,
2847,texas,TX,,20180.0,966.0,470.0,7.0,,,,62937.0,6592.0,1550.0,73.0,,,2020-06-02,We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column.
2848,utah,UT,,,4.0,,,,,,211.0,11.0,10.0,0.0,,,2020-06-02,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
2849,vermont,VT,,,20.0,19.0,0.0,,,872.0,,45.0,43.0,0.0,,,2020-06-02,"At the end of June, Vermont said it had inadvertantly counted some prisoners with positive cases more than once for several weeks. We've since revised this week's prisoner case counts accordingly."
2850,virginia,VA,,,140.0,,,,,,,1228.0,671.0,9.0,,,2020-06-01,
2851,washington,WA,,,49.0,,1.0,,,494.0,,56.0,,,,,2020-06-02,Staff death based on past week's reporting.
2852,west virginia,WV,245.0,,9.0,8.0,0.0,,,1480.0,,119.0,21.0,0.0,,,2020-06-02,"Testing for staff will increase in coming weeks because they are testing all facilities. Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
2853,wisconsin,WI,,,54.0,30.0,0.0,,,5785.0,,258.0,32.0,0.0,,,2020-06-02,
2854,wyoming,WY,18.0,,1.0,0.0,0.0,,,30.0,,0.0,0.0,0.0,,,2020-06-05,
2855,federal,US,,,623.0,448.0,0.0,,,,,5815.0,3788.0,73.0,,,2020-06-02,
2856,alabama,AL,,,55.0,10.0,0.0,,,152.0,,11.0,8.0,1.0,,,2020-05-26,
2857,alaska,AK,,,11.0,,0.0,,,500.0,,2.0,,0.0,,,2020-05-27,
2858,arizona,AZ,,,75.0,59.0,0.0,,,1071.0,,183.0,52.0,7.0,,,2020-05-27,
2859,arkansas,AR,,808.0,135.0,101.0,1.0,,,,2713.0,1251.0,910.0,8.0,,,2020-05-27,The number of recovered prisoners and staff were updated. An earlier version included the numbers of deaths in the recovered count.
2860,california,CA,,,272.0,142.0,0.0,,,11831.0,,1216.0,272.0,9.0,,,2020-05-27,
2861,colorado,CO,,,35.0,34.0,0.0,,,3481.0,,593.0,464.0,2.0,,,2020-05-27,
2862,connecticut,CT,,,378.0,355.0,0.0,,,948.0,,853.0,522.0,7.0,,,2020-05-28,
2863,delaware,DE,771.0,,88.0,53.0,,,,282.0,,148.0,132.0,7.0,,,2020-05-29,
2864,florida,FL,,,256.0,,0.0,,,12411.0,,1434.0,,11.0,,,2020-05-27,
2865,georgia,GA,,,159.0,95.0,1.0,,,,,415.0,277.0,17.0,,,2020-05-27,"For most weeks prior to Sept. 15, the prisoner cases and recoveries for Georgia inadvertently counted some cases in private prisons and county facilities twice. These figures have been corrected throughout."
2866,hawaii,HI,,,0.0,0.0,0.0,,,30.0,,0.0,0.0,0.0,,,2020-05-27,
2867,idaho,ID,80.0,,5.0,5.0,0.0,,,57.0,,0.0,0.0,0.0,,,2020-05-27,
2868,illinois,IL,,,172.0,142.0,0.0,,,650.0,,215.0,185.0,13.0,,,2020-05-28,
2869,indiana,IN,1104.0,,277.0,200.0,2.0,,,1339.0,,656.0,472.0,18.0,,,2020-05-27,"Staff tests and cases and prisoners tests and cases were later revised to exclude three juvenile facilities administered by the corrections department. Prior to Feb. 1, 2021, Indiana counted some people more than once in their prisoners recovered numbers, if someone who had been considered recovered once tested positive a second time (though the positives were counted only once) and then recovered again. After Feb. 1, they say they are only reporting unique people recovered, so be careful when comparing this figure to more recent weeks."
2870,iowa,IA,,,16.0,9.0,0.0,,,1160.0,,23.0,8.0,0.0,,,2020-05-27,We updated the number of prisoners who had recovered after Iowa revised its count when one tested positive again.
2871,kansas,KS,450.0,,111.0,50.0,2.0,,,,2186.0,865.0,852.0,4.0,,,2020-05-27,The state prison spokesman could only provide an estimate of how many staff members have been tested. The estimate was the same as last week. Staff cases and prisoner tests were later revised to exclude a juvenile facility administered by the corrections department.
2872,kentucky,KY,,,53.0,40.0,0.0,,,,,359.0,43.0,2.0,,,2020-05-27,
2873,louisiana,LA,,,149.0,70.0,3.0,,,,,511.0,38.0,14.0,,,2020-05-27,"In recent weeks, Louisiana adjusted their figures upon finding in some instances, they were counting positive tests rather than individuals. This resulted in a drop in the number of reported staff cases this week."
2874,maine,ME,,,1.0,1.0,0.0,,,494.0,,4.0,0.0,0.0,,,2020-05-27,
2875,maryland,MD,,,251.0,157.0,0.0,,,,,145.0,39.0,6.0,,,2020-05-25,
2876,massachusetts,MA,,,182.0,120.0,0.0,,,5724.0,,396.0,281.0,8.0,,,2020-05-25,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
2877,michigan,MI,1826.0,,359.0,,2.0,,,38145.0,,3341.0,292.0,62.0,,,2020-05-27,
2878,minnesota,MN,,,55.0,,0.0,,,2491.0,,124.0,,0.0,,,2020-05-27,
2879,mississippi,MS,91.0,,15.0,,,,,69.0,,28.0,,1.0,,,2020-05-27,
2880,missouri,MO,,,27.0,,0.0,,,1348.0,1606.0,45.0,18.0,1.0,,,2020-05-27,
2881,montana,MT,24.0,,3.0,,0.0,,,54.0,,2.0,,0.0,,,2020-05-27,
2882,nebraska,NE,,,12.0,,,,,,,7.0,,,,,2020-05-27,"Nebraska has not returned repeated calls for comment. In this week, a state oversight body provided a figure. We have since revised the number based on Nebraska’s official accounting of cases."
2883,nevada,NV,,,21.0,18.0,0.0,,,,,5.0,0.0,0.0,,,2020-05-28,
2884,new hampshire,NH,,,11.0,11.0,0.0,,,17.0,,1.0,0.0,0.0,,,2020-05-27,
2885,new jersey,NJ,,,743.0,,3.0,,,11505.0,,1592.0,,43.0,,,2020-05-27,Three staff deaths according to media reports.
2886,new mexico,NM,2248.0,,5.0,,0.0,,,,,43.0,0.0,0.0,,,2020-05-28,
2887,new york,NY,,,1275.0,1119.0,4.0,,,1155.0,,493.0,414.0,16.0,,,2020-05-27,
2888,north carolina,NC,250.0,,,,1.0,,,1376.0,,650.0,577.0,5.0,,,2020-05-27,"Staff tests from 1 prison, otherwise not testing"
2889,north dakota,ND,434.0,437.0,4.0,4.0,0.0,,,916.0,948.0,4.0,0.0,0.0,,,2020-05-26,"In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly."
2890,ohio,OH,,,660.0,491.0,4.0,,,9343.0,,4694.0,4137.0,70.0,,,2020-05-27,"After reviewing death certificates, Ohio later revised its number of deaths."
2891,oklahoma,OK,,,10.0,,,,,,1535.0,2.0,1.0,0.0,,,2020-05-27,"1 person recovered. The other person was released before results came in, so unclear if they are recovered yet. The number of tests conducted was mistakenly placed in the column for people tested. This has been updated."
2892,oregon,OR,,,43.0,9.0,0.0,,,,583.0,154.0,47.0,1.0,,,2020-05-27,"The number of tests conducted had been in the wrong column, for the number of prisoners tested, and has been corrected."
2893,pennsylvania,PA,650.0,,174.0,108.0,1.0,,,2098.0,,207.0,167.0,6.0,,,2020-05-27,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
2894,rhode island,RI,935.0,,16.0,,0.0,,,720.0,,11.0,,0.0,,,2020-05-28,"In early July, Rhode Island began releasing information on ""presumed positive"" cases which we are not including in these numbers and prompted us to revise our counts. For earlier weeks, we are reexamining the figures to try to remove the ""presumed"" cases from the counts and are withholding those figures for now.. Earlier versions of this data for prisoner cases include 6 pre-trial jail inmates who are no longer there — RI is a unified system so these are the equivalent of jail inmates in other states."
2895,south carolina,SC,,,71.0,47.0,1.0,,,,,79.0,42.0,2.0,,,2020-05-28,
2896,south dakota,SD,54.0,,3.0,3.0,0.0,,,90.0,,3.0,2.0,0.0,,,2020-05-27,
2897,tennessee,TN,4526.0,,79.0,47.0,0.0,,,,20816.0,2661.0,2593.0,4.0,,,2020-05-27,"Since testing everyone in all of their prisons, Tennessee has said it is releasing the total number of tests conducted and positive cases, and not the number of prisoners tested. One prisoner could have tested positive more than once in this sum. For the staff, Tennessee has revised the number of people tested."
2898,texas,TX,,17123.0,878.0,,7.0,,,,51536.0,4440.0,1349.0,65.0,,,2020-05-27,"We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. Earlier updates to the data overcounted the number of employee tests by adding ""Strike Team Tests"" to ""Reported Tests."" TDCJ has now confirmed that ""Reported Tests"" was intended to be the total. Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column."
2899,utah,UT,,,4.0,,,,,,182.0,10.0,10.0,0.0,,,2020-05-27,The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
2900,vermont,VT,,,20.0,18.0,0.0,,,482.0,660.0,45.0,43.0,0.0,,,2020-05-27,
2901,virginia,VA,,,115.0,,,,,12000.0,,1149.0,613.0,6.0,,,2020-05-27,
2902,washington,WA,,,43.0,,1.0,,,456.0,,41.0,,,,,2020-05-27,
2903,west virginia,WV,245.0,,9.0,1.0,0.0,,,,1117.0,102.0,0.0,0.0,,,2020-05-27,"Prisoner test numbers are total number of tests conducted, not individuals tested. Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
2904,wisconsin,WI,,,39.0,25.0,0.0,,,1467.0,,65.0,31.0,0.0,,,2020-05-27,
2905,wyoming,WY,16.0,,1.0,0.0,0.0,,,29.0,,0.0,0.0,0.0,,,2020-05-29,
2906,federal,US,,,600.0,413.0,0.0,,,,,5239.0,3361.0,65.0,,,2020-05-27,
2907,alabama,AL,,,36.0,,0.0,,,138.0,,9.0,,1.0,,,2020-05-19,
2908,alaska,AK,,,11.0,,0.0,,,442.0,,2.0,,0.0,,,2020-05-21,
2909,arizona,AZ,,,69.0,,0.0,,,868.0,,151.0,,6.0,,,2020-05-20,Email from ADC media 5/20 confirmed no staff deaths.
2910,arkansas,AR,,808.0,135.0,,1.0,,,,2696.0,1246.0,,8.0,,,2020-05-19,"The number of tests conducted may include multiple tests for a single prisoner or staff member. They do not represent the unique number of prisoners or staff people tested. So we've put those figures in the _with_multiples columns, rather than the Staff_tests and Prisoner_tests columns."
2911,california,CA,,,214.0,,0.0,,,7407.0,,915.0,,6.0,,,2020-05-20,
2912,colorado,CO,,,35.0,,,,,3214.0,,486.0,,2.0,,,2020-05-20,
2913,connecticut,CT,,,373.0,,,,,,,684.0,,6.0,,,2020-05-20,
2914,delaware,DE,656.0,,88.0,,0.0,,,,,141.0,,6.0,,,2020-05-20,
2915,florida,FL,,,241.0,,0.0,,,9690.0,,1191.0,,10.0,,,2020-05-20,
2916,georgia,GA,,,152.0,,1.0,,,,,401.0,,15.0,,,2020-05-20,"For most weeks prior to Sept. 15, the prisoner cases and recoveries for Georgia inadvertently counted some cases in private prisons and county facilities twice. These figures have been corrected throughout."
2917,hawaii,HI,,,0.0,,0.0,,,26.0,,0.0,,0.0,,,2020-05-20,
2918,idaho,ID,75.0,,5.0,,0.0,,,55.0,,0.0,,0.0,,,2020-05-20,"55 (46 in Idaho, 9 housed in Texas)"
2919,illinois,IL,,,166.0,,0.0,,,600.0,,204.0,,12.0,,,2020-05-20,
2920,indiana,IN,1047.0,,268.0,,2.0,,,1221.0,,631.0,,17.0,,,2020-05-20,Staff tests and cases and prisoners tests and cases were later revised to exclude three juvenile facilities administered by the corrections department.
2921,iowa,IA,,,15.0,,0.0,,,907.0,,23.0,,0.0,,,2020-05-20,"said have had no new admits in a month, down from 22% over capacity to 10% over"
2922,kansas,KS,450.0,,111.0,,2.0,,,2084.0,,865.0,,4.0,,,2020-05-20,"Kansas DOC originally released a slightly higher number of prisoners who tested positive, but later revised this figure. Kansas DOC said they could not provide an exact count for staff testing but gave this estimate. Staff cases and prisoner tests were later revised to exclude a juvenile facility administered by the corrections department."
2923,kentucky,KY,,,52.0,,0.0,,,,,358.0,,2.0,,,2020-05-20,
2924,louisiana,LA,,,164.0,,3.0,,,,,438.0,,11.0,,,2020-05-20,
2925,maine,ME,,,1.0,,0.0,,,156.0,,1.0,,0.0,,,2020-05-20,
2926,maryland,MD,,,233.0,,0.0,,,,,102.0,,5.0,,,2020-05-18,
2927,massachusetts,MA,,,170.0,,0.0,,,4767.0,,380.0,,8.0,,,2020-05-17,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
2928,michigan,MI,,,336.0,,2.0,,,35760.0,,3262.0,,59.0,,,2020-05-20,
2929,minnesota,MN,,,50.0,,0.0,,,879.0,,116.0,,0.0,,,2020-05-20,
2930,mississippi,MS,53.0,,9.0,,0.0,,,56.0,,20.0,,1.0,,,2020-05-20,
2931,missouri,MO,,,27.0,,0.0,,,588.0,,44.0,,1.0,,,2020-05-20,
2932,montana,MT,,,3.0,,0.0,,,24.0,,2.0,,0.0,,,2020-05-20,
2933,nebraska,NE,,,10.0,,0.0,,,,,7.0,,0.0,,,2020-05-20,
2934,nevada,NV,,,18.0,,0.0,,,121.0,,1.0,,0.0,,,2020-05-20,
2935,new hampshire,NH,,,11.0,,0.0,,,15.0,,0.0,,0.0,,,2020-05-20,
2936,new jersey,NJ,,,681.0,,3.0,,,4620.0,,830.0,,43.0,,,2020-05-20,Staff deaths based on media reports
2937,new mexico,NM,2248.0,,5.0,,0.0,,,1841.0,,22.0,,0.0,,,2020-05-20,
2938,new york,NY,,,1228.0,,4.0,,,1064.0,,471.0,,16.0,,,2020-05-20,"61 parolees also have COVID, and 4 died."
2939,north carolina,NC,250.0,,,,1.0,,,1329.0,,644.0,,5.0,,,2020-05-20,
2940,north dakota,ND,396.0,396.0,,,0.0,,,776.0,793.0,4.0,,0.0,,,2020-05-20,"Iniitally 10 positive prisoner cases were reported, but due to a lab error, the state said 6 were false positives. In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly. Testing figures are from 5/19/20. Staff deaths were backfilled based on 5/27 data."
2941,ohio,OH,,,622.0,,4.0,,,8267.0,,4550.0,,61.0,,,2020-05-20,Ohio later revised its numbers of COVID-related deaths downward after reviewing final death certificates.
2942,oklahoma,OK,,,10.0,,0.0,,,,1334.0,2.0,,0.0,,,2020-05-19,The number of tests conducted was mistakenly placed in the column for people tested. This has been updated.
2943,oregon,OR,,,38.0,,0.0,,,,504.0,143.0,,1.0,,,2020-05-21,"The number of tests conducted had been in the wrong column, for the number of prisoners tested, and has been corrected."
2944,pennsylvania,PA,608.0,,160.0,,1.0,,,1328.0,,197.0,,5.0,,,2020-05-20,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
2945,rhode island,RI,651.0,,12.0,,0.0,,,350.0,,7.0,,0.0,,,2020-05-20,"In early July, Rhode Island began releasing information on ""presumed positive"" cases which we are not including in these numbers and prompted us to revise our counts. For earlier weeks, we are reexamining the figures to try to remove the ""presumed"" cases from the counts and are withholding those figures for now."
2946,south carolina,SC,425.0,,70.0,,1.0,,,169.0,,65.0,,2.0,,,2020-05-20,
2947,south dakota,SD,52.0,,3.0,,0.0,,,87.0,,2.0,,0.0,,,2020-05-20,
2948,tennessee,TN,,,74.0,,0.0,,,,20752.0,2649.0,,4.0,,,2020-05-20,"Since testing everyone in all of their prisons, Tennessee has said it is releasing the total number of tests conducted and positive cases, and not the number of individuals. One prisoner could have tested positive more than once in this sum."
2949,texas,TX,,12952.0,750.0,,7.0,,,,41223.0,2214.0,,59.0,,,2020-05-20,"We have revised this week's prisoner deaths totals based on data from the Texas Justice Initiative. Earlier updates to the data overcounted the number of employee tests by adding ""Strike Team Tests"" to ""Reported Tests."" TDCJ has now confirmed that ""Reported Tests"" was intended to be the total. Texas' testing numbers may include multiple tests of a single prisoner or staff member and have been moved to the _with_multiples column."
2950,utah,UT,,,4.0,,0.0,,,,123.0,10.0,,0.0,,,2020-05-20,All the positive cases are in halfway houses. The number of tests conducted was mistakenly placed in the column for the total number of people tested. This has been updated.
2951,vermont,VT,,,20.0,,0.0,,,318.0,,45.0,,0.0,,,2020-05-20,"The ""positive results"" section of the Covid dashboard reflects 48 positives, but the dashboard notes that 3 of them are re-tests. The 223 inmate tests include 2 inmates housed at a private prison in Mississippi. / Confirmed with Rachel Feldman that deaths are still 0."
2952,virginia,VA,,,74.0,,0.0,,,8124.0,,902.0,,5.0,,,2020-05-20,
2953,washington,WA,,,42.0,,1.0,,,423.0,,34.0,,0.0,,,2020-05-20,
2954,west virginia,WV,203.0,,3.0,,0.0,,,48.0,,2.0,,0.0,,,2020-05-20,"THe National Guard tested 203 staff members on Wed. results were not back, all 43 inmates were tested at the facility with two new positive inmates, most results not back. Until early November, West Virginia’s Department of Corrections and Rehabilitation reported staff cases for juvenile facilities and jails combined with prisons and work release. After they began providing itemized numbers on staff cases on Nov. 3, we only included staff numbers from prisons and work release sites in our data releases. In our online tracker, we have gone back to the past weeks of data and estimated the staff breakdown based on the overall size of the staff for each sector."
2955,wisconsin,WI,,,33.0,,0.0,,,782.0,,40.0,,0.0,,,2020-05-20,
2956,wyoming,WY,16.0,,1.0,,0.0,,,28.0,,0.0,,0.0,,,2020-05-20,
2957,federal,US,,,577.0,,0.0,,,,,4664.0,,59.0,,,2020-05-20,
2958,alabama,AL,,,25.0,,0.0,,,125.0,,9.0,,1.0,,,2020-05-13,
2959,alaska,AK,,,10.0,,0.0,,,256.0,,1.0,,0.0,,,2020-05-12,
2960,arizona,AZ,,,62.0,,0.0,,,519.0,,121.0,,5.0,,,2020-05-13,
2961,arkansas,AR,,,,,0.0,,,,2486.0,1066.0,,7.0,,,2020-05-13,"The number of tests conducted may include multiple tests for a single prisoner. It does not represent the unique number of prisoners tested. So we've put those figures in the prisoner_tests_with_multiples column, rather than the Prisoner_tests column."
2962,california,CA,,,187.0,,0.0,,,2494.0,,535.0,,5.0,,,2020-05-13,
2963,colorado,CO,,,27.0,,0.0,,,2723.0,,479.0,,2.0,,,2020-05-13,
2964,connecticut,CT,,,368.0,,0.0,,,,,526.0,,6.0,,,2020-05-13,
2965,delaware,DE,,,85.0,,0.0,,,,,139.0,,6.0,,,2020-05-13,
2966,florida,FL,,,208.0,,0.0,,,6392.0,,843.0,,9.0,,,2020-05-13,
2967,georgia,GA,,,140.0,,1.0,,,,,370.0,,12.0,,,2020-05-13,"For most weeks prior to Sept. 15, the prisoner cases and recoveries for Georgia inadvertently counted some cases in private prisons and county facilities twice. These figures have been corrected throughout."
2968,hawaii,HI,,,0.0,,0.0,,,24.0,,0.0,,0.0,,,2020-05-13,
2969,idaho,ID,74.0,,6.0,,0.0,,,50.0,,0.0,,0.0,,,2020-05-13,"Staff testing figures do not include figures for the private facilities that incarcerate IDOC inmates – CAPP and Eagle Pass Correctional Facility. Six staff positives,  5 are DOC employees, 1 is a GEO employee at the Eagle Pass Correctional Facility, in Texas."
2970,illinois,IL,,,160.0,,0.0,,,,,192.0,,12.0,,,2020-05-14,
2971,indiana,IN,961.0,,250.0,,2.0,,,1136.0,,579.0,,16.0,,,2020-05-13,Staff tests and cases and prisoners tests and cases were later revised to exclude three juvenile facilities administered by the corrections department.
2972,iowa,IA,,,13.0,,0.0,,,574.0,,21.0,,0.0,,,2020-05-13,
2973,kansas,KS,,,96.0,,2.0,,,,,790.0,,3.0,,,2020-05-13,They reported testing all prisoners at Lansing and Wichita work release. Staff cases and prisoner tests were later revised to exclude a juvenile facility administered by the corrections department.
2974,kentucky,KY,,,52.0,,0.0,,,,,357.0,,2.0,,,2020-05-13,
2975,louisiana,LA,,,134.0,,3.0,,,,,374.0,,10.0,,,2020-05-13,
2976,maine,ME,,,1.0,,0.0,,,28.0,,0.0,,0.0,,,2020-05-13,
2977,maryland,MD,,,213.0,,0.0,,,,,77.0,,4.0,,,2020-05-11,
2978,massachusetts,MA,,,163.0,,0.0,,,2825.0,,367.0,,7.0,,,2020-05-10,On Aug. 27 we changed our Massachusetts data source to the Massachusetts Supreme Judicial Court. The previous dataset from the Department of Corrections excluded prisoner releases and staff recoveries. All data beginning with April 22 onward has been updated to use SJC figures.
2979,michigan,MI,,,313.0,,2.0,,,18099.0,,2173.0,,55.0,,,2020-05-13,
2980,minnesota,MN,,,48.0,,0.0,,,758.0,,111.0,,0.0,,,2020-05-13,
2981,mississippi,MS,46.0,,8.0,,0.0,,,47.0,,10.0,,1.0,,,2020-05-13,
2982,missouri,MO,,,26.0,,0.0,,,513.0,,44.0,,1.0,,,2020-05-13,
2983,montana,MT,,,3.0,,0.0,,,7.0,,2.0,,0.0,,,2020-05-13,"7 tests are only for their ""secure facilities"". The 2 confirmed cases are in re-entry centers."
2984,nebraska,NE,,,9.0,,0.0,,,,,1.0,,0.0,,,2020-05-13,
2985,nevada,NV,,,16.0,,0.0,,,,,0.0,,0.0,,,2020-05-13,
2986,new hampshire,NH,,,11.0,,0.0,,,14.0,,0.0,,0.0,,,2020-05-13,
2987,new jersey,NJ,,,599.0,,3.0,,,603.0,,538.0,,42.0,,,2020-05-13,NJ DOC does not confirm staff deaths but the unions and media reports cite 3.
2988,new mexico,NM,2248.0,,4.0,,0.0,,,1678.0,,0.0,,0.0,,,2020-05-13,Tested 100 percent of their staff
2989,new york,NY,,,1192.0,,4.0,,,725.0,,443.0,,16.0,,,2020-05-13,
2990,north carolina,NC,250.0,,29.0,,1.0,,,1301.0,,644.0,,5.0,,,2020-05-13,"Staff tests only from Neuse CI; staff death from sources, DOC not reporting"
2991,north dakota,ND,89.0,89.0,,,0.0,,,69.0,70.0,0.0,,0.0,,,2020-05-13,"In early January 2020, North Dakota's Department of Corrections and Rehabilitation revised its testing figures, back to the beginning of the pandemic. We have updated our figures here accordingly. The test figures are from 5/12/20 Staff deaths were backfilled with 5/27 data."
2992,ohio,OH,,,556.0,,2.0,,,7541.0,,4449.0,,51.0,,,2020-05-13,The number of deaths for this omitted two probable COVID-related deaths and has been updated. Ohio later revised its number of COVID-related deaths downward after reviewing death certificates.
2993,oklahoma,OK,,,10.0,,0.0,,,,1204.0,2.0,,0.0,,,2020-05-13,
2994,oregon,OR,,,32.0,,0.0,,,,395.0,113.0,,0.0,,,2020-05-13,"The number of tests conducted had been in the wrong column, for the number of prisoners tested, and has been corrected."
2995,pennsylvania,PA,541.0,,148.0,,0.0,,,668.0,,181.0,,3.0,,,2020-05-13,The number of prisoner cases and tests were later revised to exclude those who tested positive while released on parole.
